119;100 mila Sardine d'Italia si uniscono a Roma: e ora? Reportage da Piazza San Giovanni ;NONE
120;Le sardine verso Roma per nuotare oltre Salvini | il manifesto ;NONE
121;Procura di Mansura smentisce torture: 'Zaky non ha alcuna ferita' ;NONE
122;M5S, manifestazione in piazza a Roma contro vitalizi: «Non ci arrendiamo». E le Sardine sfidano Salvini ;NONE
123;Cittadini e associazioni di Taranto scrivono a Conte (per l'ennesima volta) ;NONE
124;"Morte di Bosso, il cordoglio della città: ""Ciao indimenticabile Ezio"" ";NONE
125;Calcio giovanile, “Balun e Matetti”: ad Alassio è andata in scena la prima fase ;NONE
126;Lettera al presidente del Consiglio, Giuseppe Conte, inviata da 3495 cittadini e 18 associazioni tarantine ;NONE
127;Lettera al premier Conte sottoscritta da 1092 cittadini e 14 associazioni ;NONE
128;Terza pec inviata al presidente del Consiglio, Giuseppe Conte, sottoscritta da 2030 cittadini e 18 associazioni • Tarantini Time ;NONE
129;Taranto. Lettera al premier Conte sottoscritta da 1092 cittadini e 14 associazioni ;NONE
130;"""Genitori Tarantini"", terza pec inviata al presidente del Consiglio, Giuseppe Conte, sottoscritta da 2030 cittadini e 18 associazioni ";NONE
131;[L'analisi] Goccia, goccia, goccia: il M5S è l'ultimo esempio del concetto di stillicidio applicato alla politica ;NONE
132;“Agrigento in inchiostro di china” ;NONE
133;IL CUORE DI FRANCESCO: «PORTERÒ OVUNQUE IL NOME DI BENESTARE» ;NONE
134;A Villa San Giovanni la decima edizione della cerimonia di consegna dei Premi di Studio Caronte&Tourist ;NONE
135;"Messina, la Biancaneve dei Balocchi inaugura la ""Stagione della Luna"" ";NONE
136;Cilento: indagine de Il Sole 24 ore, ecco i comuni più ricchi e i più poveri ;NONE
137;Messina: la “Compagnia dei balocchi” inaugura la “Stagione della luna” ;NONE
138;Premiate 85 aziende leader per il Lambrusco: di Parma Ceci e Ariola ;NONE
139;Sport, eccellente prova dei ragazzi della scuola media G. Verga di Canicattì ai Giochi Sportivi Studenteschi 2011 ;NONE
140;"""Festa Pd con il nostro spumante"". La rivendicazione delle Sardine - AGI ";NONE
141;Sardine, Giulia Trappoloni: «In piazza, ma non per sempre» ;NONE
142;Giulia, l'anti-Salvini che ha organizzato la piazza di Bologna ;NONE
143;Giuseppe Conte parteciperà alla Festa dell’Unità di Modena ;NONE
144;La seduta psicanalitica di Santori: nella sua lettera critica il Pd, ma già rivede se stesso ;NONE
145;Appello video della sardina aretina Giulia Trappoloni ;NONE
146;Il tour delle Sardine sbarca a Grosseto: appuntamento alla Uisp ;NONE
147;Sardine Bologna, chi sono i 4 ragazzi che hanno riempito piazza Maggiore ;NONE
148;"Santori attacca Salvini e Borgonzoni: ""Sardine più forti della Bestia"" ";NONE
149;"Sardine, tuffo al Papeete: ""Chi non vota resta spiaggiato"" ";NONE
150;Treviso, i leader delle Sardine incontrano Toscani e Luciano Benetton ;NONE
151;I protagonisti del giorno. Top e Flop del 15 gennaio 2020 ;NONE
152;Sardine, a marzo in libreria il libro dei fondatori ;NONE
153;Le Sardine sbarcano in Maremma: Santori e Trappoloni a Grosseto ;NONE
154;"Scanzi e Trappoloni, incontro a Bologna. Il giornalista: ""Bello sapere che ci sono ancora giovani con un'idea pura di politica"" ";NONE
155;Festa «privata»per le Sardine, che ora si congedano ;NONE
156;Migranti: le Sardine incontrano Mediterranea ;NONE
157;Le Sardine coltivano orti popolari al Caab di Bologna ;NONE
158;Le sardine approdano a Messina, oggi manifestazione in piazza Unione europea - Gazzetta del Sud ;NONE
159;Sardine: lo chef, la suora e l'insegnante, ecco chi sono gli anti-Salvini ;NONE
160;"Il ritorno delle sardine: ""Noi di nuovo in piazza per battere Salvini e i populisti"" ";NONE
161;Sardine senza capi ma Santori emerge ;NONE
162;Elezioni Emilia-Romagna. Maxi concerto delle Sardine a Bologna, Santori: «Sarà un evento epocale» ;NONE
163;"Le Sardine ripartono dalle donne: al via la campagna ""Dalla stessa parte"" ";NONE
164;Salvini a cena e le 'sardine' in piazza il 30 novembre a Firenze ;NONE
165;"Sardine ""slow"" contro la ""fretta"" della Lega ";NONE
166;"Sardina ospita sardina, l'appello per il 19 gennaio: ""L'Emilia-Romagna vi aspetta"" | VIDEO ";NONE
167;"VIDEO | Le Sardine a Palermo: ""Esportare modello Ballarò... qui Salvini non è entrato"" ";NONE
168;Sardine “bruciate” dai Benetton tentano il rilancio ;NONE
169;Bologna, la cena delle Sardine: “Replicare questa esperienza in altre regioni” ;NONE
170;La crisi delle Sardine. Santori stacca la spina: “Ci prendiamo una pausa” ;NONE
171;Sardine Bologna, festa del centrosinistra alle Cucine Popolari ;NONE
172;I quattro amici (senza tessere) delle «sardine» ;NONE
173;Mattia Santori, chi è il leader delle Sardine ;NONE
174;In arrivo il perdibile libro di Santori e co. “Le sardine non esistono” ;NONE
175;Movimento delle Sardine, chi è Mattia Santori? Biografia, curriculum e notizie sul 32enne ;NONE
176;Sardine, chi sono gli ideatori del movimento simbolo della protesta anti-Salvini ;NONE
177;Sardine in crisi d'identità, “eravamo innovazione, purezza, coinvolgimento” ;NONE
178;Le Sardine si spaccano sulla foto dei fondatori con Benetton? No, iniziativa isolata di Ogongo ;NONE
179;Anche Ravenna adesso ha le sue 'Sardine' – Ravenna24ore ;NONE
180;Chi sono le sardine ;NONE
181;Dal laboratorio Bologna alla prova della politica. Le sardine a congresso ;NONE
182;La leader delle 6mila sardine invocava la morte di Salvini ;NONE
183;Le sardine diventano una corrente del Pd ;NONE
184;Unite, radicali e coraggiose ;NONE
185;Chi c'è dietro le Sardine ;NONE
186;Lettera aperta alle sardine ;NONE
187;"La 'mente' delle sardine Santori: ""Non ho più una vita. Riceviamo 200, 300 richieste al giorno"" - AGI ";NONE
188;«È questa la nostra rivoluzione»: dialogo in esclusiva tra Joshua Wong e le Sardine ;NONE
189;Le Sardine ospiti alla Festa Pd, il leader Santori: «Amiamo la politica» ;NONE
190;Il basso profilo di Santori & Co. «camuffati» tra la gente ;NONE
191;L'exploit delle «sardine»: chi sono e dove vogliono andare gl'ideatori dei flash mob anti-Salvini ;NONE
192;Fenomenologia delle Sardine, il ritorno a Bologna a due mesi dal primo flash mob, Santori: «Comunque vada, abbiamo già vinto» ;NONE
193;Voto in Emilia Romagna, sardine verso il gran finale. «Comunque vada, a marzo faremo il congresso ;NONE
194;Sardine, tuffo fuori stagione per i quattro leader nazionali per invitare a votare ;NONE
195;Il 30 novembre 'Sardine' in piazza anche a Firenze, dopo Bologna ;NONE
196;Il Pd sceglie le Sardine ed esclude Renzi ;NONE
197;"Le Sardine tornano in Piazza Maggiore con 6 mila piantine: ""Se si trasformano in fondi per la cultura abbiamo vinto tutti"" ";NONE
198;Sardine, dopo il 26 gennaio avrà inizio la «Fase 3»: ci sarà il primo vero congresso nazionale ;NONE
199;Quella società di Santori & Co. all'insaputa di tutte le sardine ;NONE
200;"Incontro Sardine - studenti Fermi, Lega ad Azzolina: ""Stigmatizzare formalmente l'assemblea"" ";NONE
201;"Coronavirus, i portavoce nazionali delle Sardine: ""Da Fontana a Zaia, classe politica di mediocrità imbarazzante"" ";NONE
202;"Sardine: ""Siamo state l'ossigeno in Emilia-Romagna, da sole non siamo bastate in Calabria"" ";NONE
203;"Sardine a Bologna, Pizzarotti: ""Ieri quattro semplici ragazzi hanno sconfitto la Bestia di Salvini"" ";NONE
204;"Bologna, la sfida a Salvini: ""In seimila sul Crescentone: più sardine che leghisti"" ";NONE
205;"Le ""Sardine"" fanno tappa in città Pranzo con gli attivisti ";NONE
206;Le sardine presentano il loro manifesto: «Cari populisti, la festa è finita» ;NONE
207;Ad Arquata la tappa marchigiana del tour nazionale delle Sardine ;NONE
208;Sardine: “Cala sipario su una bella favola. Torniamo noi stessi e ci vediamo a Scampia” ;NONE
209;"Il bagno propiziatorio delle Sardine: ""Chi non vota resta spiaggiato"" ";NONE
210;Le sardine anti Salvini a Rimini diventano saraghine: ecco l'orario ufficiale del flash mob ;NONE
211;Sardine, il leader romano Stephen Ogongo rompe con Mattia Santori ;NONE
212;Sei anche tu una sardina? ;NONE
213;Sardine in piazza a Recco: «No alla chiusura dei centri di accoglienza per migranti» ;NONE
214;«Il successo di Bologna? Da troppo tempo non andavamo in strada» ;NONE
215;C'è il coronavirus ma le sardine hanno scritto un libro ;NONE
216;"Santori da Fazio: ""Sardine nemico numero uno del populismo"". Ma il web insorge ";NONE
217;Sardine a Firenze: dove e quando si svolge la manifestazione contro odio e razzismo - Firenze ;NONE
218;Da Amici alle navi dei migranti. Sardine in missione con le Ong ;NONE
219;Le sardine si giocano tutto col voto in Emilia Romagna ;NONE
220;"Prove tecniche di ""sardine"": conta social per inserirsi nel movimento ";NONE
221;Le Sardine ora pensano al Papeete: “Siamo in 40 mila, abbiamo già vinto” ;NONE
222;Dalla piazza al congresso: le sardine vogliono dialogare con la politica ;NONE
223;Conte sulle Sardine: “Mi fanno simpatia, a disposizione per incontro” ;NONE
224;Il programma delle Sardine in una lettera scritta al premier Conte ;NONE
225;E’ il giorno della manifestazione delle Sardine in San Jacopo ;NONE
226;Le Sardine bolognesi come le Madamin torinesi? ;NONE
227;Sardine: sotto l'antisalvinismo, niente ;NONE
228;Quei legami tra le Sardine e Prodi ;NONE
229;Le Sardine di Forlì in piazza il 12 dicembre. Ecco chi sta organizzando la manifestazione ;NONE
230;Travaglio dice che le Sardine di Bologna hanno lo stesso spirito del V-Day di Grillo ;NONE
231;Eccoci: L ;NONE
232;"Urne chiuse, le Sardine fanno calare il sipario. Venneri: ""Futuro da scoprire, non siamo soli"" ";NONE
234;Sardine in giro per l’Italia. Qual è il loro vero messaggio? ;NONE
235;"Mattia Santori: ""Il popolo del Pd è più maturo dei suoi dirigenti"" ";NONE
236;Mattia Santori e l’incapacità, in un mondo che cambia, di cambiare registro ;NONE
237;"Mattia Santori, sardine in piazza a Roma per il ""No"" al referendum: scarso afflusso, il capo è assente ";NONE
238;"Mattia Santori insulta Matteo Salvini: ""Un bollito, Luca Zaia lo batte perché è uno zombie"" ";NONE
239;"Mattia Santori, al comizio di Luigi Di Maio si presenta con la t-shirt: ""Così NO la piazza che non ci sta"" ";NONE
240;"Mattia Santori contro Matteo Salvini: ""Non ci sto a farlo passare per vittima, il suo staff si è sfregato le mani per l'aggressione"" ";NONE
241;Mattia Santori ;NONE
242;"Referendum, Mattia Santori: ""Voto no. Non voto a scatola chiusa, non mi fido"" ";NONE
243;Regionali Toscana: Mattia Santori contestato ;NONE
244;"Mattia Santori, il padre di Susanna Ceccardi interrompe il comizio delle sardine a Cascina: ""I veri fascisti siete voi"" ";NONE
245;"Pd, Santori a Zingaretti: ""Senza progetto condiviso e allargato non si va da nessuna parte"" ";NONE
246;Sardine in piazza, manifestazione flop: il capo è assente ;NONE
247;"Santori: ""Salvini aggredito? Non sono improbabili risposte violente a provocazioni"" ";NONE
248;"La rivendicazione delle Sardine: ""Il Pd festeggia con il nostro spumante"" ";NONE
249;Torniamo al finanziamento pubblico dei partiti, dice Mattia Santori ;NONE
250;"Le Sardine tornano a pungere, Santori: ""Salvini bollito già dal... ";NONE
251;CERVIA: Le Sardine lanciano crowfounding per comprare una nave per salvare i migranti | VIDEO ;NONE
252;"Sallusti e Santori a DiMartedì, la sardina: ""In imbarazzo, sono d'accordo con lui e in disaccordo con Bersani"" ";NONE
253;Sardine in fuga: Mattia, niente idee ma confuse ;NONE
254;Santori: «Non mi fido. Voto No al Referendum» ;NONE
255;Lega, vicesegretario Crippa: 'Da matti mettere in discussione Salvini' ;NONE
256;“Durante il Lockdown abbiamo studiato, per questo diciamo no al taglio dei parlamentari” ;NONE
257;Il ritorno alle preferenze? W l’anticasta che fa i conti con la realtà ;NONE
258;‘Mattia Santori? Vulcano di idee ed emozioni’: post delle sardine con agiografia del leader ;NONE
259;"Mattia Santori: ""Il dialogo col Pd? E' serrato, talvolta duro"" ";NONE
260;Venerdì 25 settembre cerimonia di apertura del Festival Internazionale dell'aquilone a Cervia ;NONE
261;Mattia Santori è chiaro: “Le sardine non saranno mai un partito” ;NONE
262;Chi è Mattia Santori, il volto pubblico del movimento delle Sardine ;NONE
263;"Sardine, Sergio Echamanov lascia il movimento di Mattia Santori: ""Tutti capetti"" ";NONE
264;Che cos’è il movimento delle Sardine e chi è il suo ideatore Mattia Santori ;NONE
265;Chi è Mattia Santori e chi c’è dietro le 6.000 sardine ;NONE
266;"Veronesi a Cascina con Mattia Sartori: ""Questo è il momento delle scelte decise"" ";NONE
267;Mattia Santori scrive alle Sardine: cari amici vi scrivo per dirvi che così non va... e invita a non sprecare tutto ;NONE
268;Elezioni e referendum 2020, vincitori e vinti – Conte si rafforza, Zingaretti può capitalizzare, si… ;NONE
269;"Mattia Santori: ""Di sicuro le Sardine non sono così ingorde di ciliegie come Salvini"" ";NONE
270;"Mattia Santori (Sardine): ""I media sono ossessionati da Salvini"" ";NONE
271;Sardine pronte a lanciare il tour elettorale, Mattia Santori avverte: “Non siamo scomparsi” ;NONE
272;Quella telefonata del Papa a Mattia Santori. Ma era uno scherzo de La Zanzara ;NONE
273;L'ossessione per la leadership ha distrutto le Sardine ;NONE
274;Mattia Santori, un gruppo di ex Sardine fonda un partito ispirato a Massimo Cacciari e Liliana Segre ;NONE
275;"Coronavirus, la Sardina Mattia Santori: ""Confermo il giudizio positivo sul governo Conte perché sono i dati a dirlo"" ";NONE
276;"Mattia Santori, parla un'ex sardina: ""Ci controllavano anche i social, liti e tensioni. Era una guerra civile"" ";NONE
277;"Mattia Santori, le Sardine mollano il capo: ""Non vi bastano le piantine, ora pausa di riflessione"" ";NONE
278;"Mattia Santori, la Sardina più famosa d'Italia: ""Sono favorevole al processo a Salvini, andiamo a scoprire quanto si è spinto oltre i suoi mezzi"" ";NONE
279;"Mattia Santori: ""Il mare non si scinde"" ";NONE
280;The Social Dilemma, brutto ma necessario ;NONE
281;"Mattia Santori massacrato a In Onda: ""Sardine? Sembrate le giovanili del partito di Giuseppe Conte"" ";NONE
282;Domenica tour Sardine nella campagne di Taranto, ci sarà anche Mattia Santori - DIRE.it ;NONE
283;"Mattia Santori: ""La mia vita da sardina"" ";NONE
284;"Nicola Porro contro Mattia Santori: ""Si sente il nuovo Messia a 30 anni, ma ha combinato zero"" ";NONE
285;Sardine: chi è Mattia Santori? Biografia del leader del movimento ;NONE
286;I nuovi intellò della sinistra ;NONE
287;"Regionali, la sardina Mattia Santori: ""Non diamo indicazioni di voto"" ";NONE
288;"Sardine, Mattia Santori: ""Non siamo spariti, ci stiamo riorganizzando per il futuro"" ";NONE
289;Santori, leader delle Sardine: «Ecco la nostra fase 3» ;NONE
290;Sardine, Santori: “Non siamo scomparsi, presto partiremo con un tour per le Regionali” ;NONE
291;"Mattia Santori: ""Bonaccini non ci ha chiamato? L'umanità è molto importante"" ";NONE
292;"Mattia Santori smascherato, l'ex sardina espulsa: ""Vi dico io perché viene santificato dal Pd"" ";NONE
293;Mattia Santori e le sardine di nuovo in piazza a Bologna: 7 mesi dopo, da Salvini al rosmarino ;NONE
294;"Mattia Santori a ""Le Iene"": età, lavoro e carriera del leader delle Sardine ";NONE
295;Mattia Santori: 'Da domani si apre una nuova fase delle Sardine' ;NONE
296;"""Siamo pesci fuor d'acqua, ma ci rincontreremo"". Intervista a Mattia Santori ";NONE
297;Mattia Santori: chi è, età, lavoro e biografia del leader delle Sardine ;NONE
298;"Mattia Santori: ""Sto scoprendo un sacco di cose sulle Sardine, più è grande il mare più la sardina vive"" ";NONE
299;"Mattia Santori, la frase rubata in piazza: ""Ma è vero che l'hai convinto tu?"". Oltre la realtà ";NONE
300;Sardine, Mattia Santori, usate il sardinese, non il politichese! — L'Indro ;NONE
301;"Sardine, Mattia Santori: ""La stagione delle piazze è già finita"" ";NONE
302;"Coronavirus, la sparata di Mattia Santori: il sovranismo accelera il contagio. E su Salvini e Meloni: ""Patetici"" ";NONE
303;"Mattia Santori e le sardine contro la Ceccardi: ""Negazionista imbarazzante. Leghisti, chihuahua cialtroni"" ";NONE
304;Mattia Santori ribadisce il no a De Luca in Campania ma dice sì a un nome che unisca Pd e M5s ;NONE
305;A Taranto Mattia Santori «sbranato» da un pesce azzurro. Il video da non perdere ;NONE
306;"Mattia Santori (Sardine): ""Quando finirà la visibilità, siamo veramente disposti a continuare ad impegnarci?"" ";NONE
307;Sardine, Mattia Santori: «Berlusconi ha scoperto la tv, Grillo internet, Salvini Facebook. Noi abbiamo riportato i giovani in piazza» – Il video ;NONE
308;Mattia Santori e le Sardine si riuniscono a Milano: «È la prima di molte tappe in giro per l’Italia» – Il video ;NONE
309;"Mattia Santori: ""Il cambiamento c'è stato per tutti e ci sarà anche per noi Sardine, vedo un grande fermento politico"" ";NONE
310;Mattia Santori: “Le Sardine? Non saranno partito”. Poi citofona a Salvini | VIDEO ;NONE
311;"""Ecco cosa abbiamo imparato dopo la foto con Benetton..."": la 'sardina' Mattia Santori ";NONE
